,Country,Metric Scope,Metric Name,Value
107,Croatia,Overall,Aircraft,0.42300000000000004
108,Cuba,Import,Aircraft,0.010493906130387627
109,Cuba,Export,Aircraft,0.0
110,Cuba,Overall,Aircraft,0.01
111,Czechia,Import,Aircraft,2.377263577624858
112,Czechia,Export,Aircraft,0.2506761523768767
113,Czechia,Overall,Aircraft,2.628
114,DR Congo,Import,Aircraft,0.3777806206939545
115,DR Congo,Export,Aircraft,0.00796045509263381
116,DR Congo,Overall,Aircraft,0.386
117,Denmark,Import,Aircraft,2.1006614901299434
118,Denmark,Export,Aircraft,0.07832519207216482
119,Denmark,Overall,Aircraft,2.179
120,Djibouti,Import,Aircraft,0.016515832892861883
121,Djibouti,Export,Aircraft,0.0
122,Djibouti,Overall,Aircraft,0.017
123,Dominican Republic,Import,Aircraft,0.07054801542620155
124,Dominican Republic,Export,Aircraft,0.0015068004282485427
125,Dominican Republic,Overall,Aircraft,0.07200000000000001
126,Ecuador,Import,Aircraft,0.47126023486755275
127,Ecuador,Export,Aircraft,0.0028998800694594595
128,Ecuador,Overall,Aircraft,0.47400000000000003
129,Egypt,Import,Aircraft,9.957344833159066
130,Egypt,Export,Aircraft,0.036390651852040275
131,Egypt,Overall,Aircraft,9.994
132,El Salvador,Import,Aircraft,0.03343820936462498
133,El Salvador,Export,Aircraft,0.0
134,El Salvador,Overall,Aircraft,0.033
135,Equatorial Guinea,Import,Aircraft,0.06733378025551381
136,Equatorial Guinea,Export,Aircraft,0.0
137,Equatorial Guinea,Overall,Aircraft,0.067
138,Eritrea,Import,Aircraft,0.4644760388946388
139,Eritrea,Export,Aircraft,0.0
140,Eritrea,Overall,Aircraft,0.464
141,Estonia,Import,Aircraft,0.007368602367584532
142,Estonia,Export,Aircraft,0.0
143,Estonia,Overall,Aircraft,0.006999999999999999
144,Ethiopia,Import,Aircraft,0.7546465183353813
145,Ethiopia,Export,Aircraft,0.0
146,Ethiopia,Overall,Aircraft,0.755
147,European Union**,Import,Aircraft,0.0
148,European Union**,Export,Aircraft,0.00014215098379703232
149,European Union**,Overall,Aircraft,0.0
150,Finland,Import,Aircraft,4.617471151212644
151,Finland,Export,Aircraft,0.007793427686672297
152,Finland,Overall,Aircraft,4.625
153,France,Import,Aircraft,1.5187451748802159
154,France,Export,Aircraft,7.314705818539031
155,France,Overall,Aircraft,8.833
156,Gabon,Import,Aircraft,0.08910927070041018
157,Gabon,Export,Aircraft,0.0
158,Gabon,Overall,Aircraft,0.089
159,Gambia,Import,Aircraft,0.005844063946704973
160,Gambia,Export,Aircraft,0.0
161,Gambia,Overall,Aircraft,0.006
162,Georgia,Import,Aircraft,0.05259657552034476
163,Georgia,Export,Aircraft,0.07111102964446542
164,Georgia,Overall,Aircraft,0.124
165,Germany,Import,Aircraft,4.733945886567842
166,Germany,Export,Aircraft,0.506391557129358
167,Germany,Overall,Aircraft,5.24
168,Ghana,Import,Aircraft,0.07742114280700023
169,Ghana,Export,Aircraft,0.006773494377928589
170,Ghana,Overall,Aircraft,0.084
171,Greece,Import,Aircraft,8.017839758602932
172,Greece,Export,Aircraft,0.0
173,Greece,Overall,Aircraft,8.018
174,Guatemala,Import,Aircraft,0.011561083025003315
175,Guatemala,Export,Aircraft,0.0
176,Guatemala,Overall,Aircraft,0.012
177,Guinea,Import,Aircraft,0.010163589472530389
178,Guinea,Export,Aircraft,0.0
179,Guinea,Overall,Aircraft,0.01
180,Guyana,Import,Aircraft,0.006326834446650167
181,Guyana,Export,Aircraft,0.0
182,Guyana,Overall,Aircraft,0.006
183,Honduras,Import,Aircraft,0.007470238262309836
184,Honduras,Export,Aircraft,0.0
185,Honduras,Overall,Aircraft,0.006999999999999999
186,Hungary,Import,Aircraft,0.7637175219396147
187,Hungary,Export,Aircraft,0.012082833622747747
188,Hungary,Overall,Aircraft,0.776
189,India,Import,Aircraft,43.0
190,India,Export,Aircraft,0.025786188460781664
191,India,Overall,Aircraft,43.025999999999996
192,Indonesia,Import,Aircraft,3.6126351735240863
193,Indonesia,Export,Aircraft,0.0629018103301868
194,Indonesia,Overall,Aircraft,3.676
195,Iran,Import,Aircraft,2.6339450297536127
196,Iran,Export,Aircraft,0.014712626822992847
197,Iran,Overall,Aircraft,2.649
198,Iraq,Import,Aircraft,2.83988476144076
199,Iraq,Export,Aircraft,0.0
200,Iraq,Overall,Aircraft,2.8400000000000003
201,Ireland,Import,Aircraft,0.044910360981743655
202,Ireland,Export,Aircraft,0.021038345601960783
203,Ireland,Overall,Aircraft,0.066
204,Israel,Import,Aircraft,14.241221568909582
205,Israel,Export,Aircraft,0.29481047907126023
206,Israel,Overall,Aircraft,14.536
207,Italy,Import,Aircraft,9.54371215060076
208,Italy,Export,Aircraft,1.573184937681757
209,Italy,Overall,Aircraft,11.117
210,Jamaica,Import,Aircraft,0.0020327178945060776
211,Jamaica,Export,Aircraft,0.0
212,Jamaica,Overall,Aircraft,0.002
213,Japan,Import,Aircraft,15.116090646218156
214,Japan,Export,Aircraft,0.01624074989881094
215,Japan,Overall,Aircraft,15.132000000000001
216,Jordan,Import,Aircraft,2.2200709619453347
217,Jordan,Export,Aircraft,0.20767903355286932
218,Jordan,Overall,Aircraft,2.428
219,Kazakhstan,Import,Aircraft,2.177167909884416
220,Kazakhstan,Export,Aircraft,0.0
221,Kazakhstan,Overall,Aircraft,2.177
222,Kenya,Import,Aircraft,0.24302412877504226
223,Kenya,Export,Aircraft,0.0
224,Kenya,Overall,Aircraft,0.243
225,Kuwait,Import,Aircraft,4.351286742927073
226,Kuwait,Export,Aircraft,0.03269472627331744
227,Kuwait,Overall,Aircraft,4.3839999999999995
228,Kyrgyzstan,Import,Aircraft,0.010671768946156908
229,Kyrgyzstan,Export,Aircraft,0.03269472627331744
230,Kyrgyzstan,Overall,Aircraft,0.043
231,LTTE (Sri Lanka)*,Import,Aircraft,0.00021597627629127075
232,LTTE (Sri Lanka)*,Export,Aircraft,0.0
233,LTTE (Sri Lanka)*,Overall,Aircraft,0.0
234,Laos,Import,Aircraft,0.16771193078359206
235,Laos,Export,Aircraft,0.0
236,Laos,Overall,Aircraft,0.168
237,Lebanon,Import,Aircraft,0.03768150796940641
238,Lebanon,Export,Aircraft,0.01705811805564388
239,Lebanon,Overall,Aircraft,0.055
240,Lesotho,Import,Aircraft,0.005132612683627846
241,Lesotho,Export,Aircraft,0.0
242,Lesotho,Overall,Aircraft,0.005
243,Libya,Import,Aircraft,0.0
244,Libya,Export,Aircraft,0.03588956963415574
245,Libya,Overall,Aircraft,0.036000000000000004
246,Libya HoR*,Import,Aircraft,0.2657524557329884
247,Libya HoR*,Export,Aircraft,0.0
248,Libya HoR*,Overall,Aircraft,0.266
249,Lithuania,Import,Aircraft,0.07114512630771272
250,Lithuania,Export,Aircraft,0.005401737384287228
251,Lithuania,Overall,Aircraft,0.077
252,Luxembourg,Import,Aircraft,0.0927427539368398
253,Luxembourg,Export,Aircraft,8.52905902782194e-05
254,Luxembourg,Overall,Aircraft,0.093
255,Madagascar,Import,Aircraft,0.022385305813248182
256,Madagascar,Export,Aircraft,0.0
257,Madagascar,Overall,Aircraft,0.022000000000000002
258,Malawi,Import,Aircraft,0.020327178945060777
259,Malawi,Export,Aircraft,0.0003127321643534711
260,Malawi,Overall,Aircraft,0.021
261,Malaysia,Import,Aircraft,2.2011793900132686
262,Malaysia,Export,Aircraft,0.0
263,Malaysia,Overall,Aircraft,2.2009999999999996
264,Mali,Import,Aircraft,0.17918408240071076
265,Mali,Export,Aircraft,0.0
266,Mali,Overall,Aircraft,0.179
267,Malta,Import,Aircraft,0.0011179948419783427
268,Malta,Export,Aircraft,0.005401737384287228
269,Malta,Overall,Aircraft,0.006999999999999999
270,Mauritania,Import,Aircraft,0.04681603400784311
271,Mauritania,Export,Aircraft,0.0
272,Mauritania,Overall,Aircraft,0.047
273,Mauritius,Import,Aircraft,0.0039129819469242
274,Mauritius,Export,Aircraft,0.0
275,Mauritius,Overall,Aircraft,0.004
276,Mexico,Import,Aircraft,1.0597193608402216
277,Mexico,Export,Aircraft,0.0
278,Mexico,Overall,Aircraft,1.06
279,Moldova,Import,Aircraft,0.0
280,Moldova,Export,Aircraft,0.14954994250366785
281,Moldova,Overall,Aircraft,0.15
282,Mongolia,Import,Aircraft,0.06296343678232576
283,Mongolia,Export,Aircraft,0.0
284,Mongolia,Overall,Aircraft,0.063
285,Montenegro,Import,Aircraft,0.0
286,Montenegro,Export,Aircraft,0.004904208940997616
287,Montenegro,Overall,Aircraft,0.005
288,Morocco,Import,Aircraft,3.086300988202259
289,Morocco,Export,Aircraft,0.0
290,Morocco,Overall,Aircraft,3.086
291,Mozambique,Import,Aircraft,0.032231283114762
292,Mozambique,Export,Aircraft,0.0
293,Mozambique,Overall,Aircraft,0.032
294,Myanmar,Import,Aircraft,2.4098886998316806
295,Myanmar,Export,Aircraft,0.0
296,Myanmar,Overall,Aircraft,2.41
297,NATO**,Import,Aircraft,3.9047621439382905
298,NATO**,Export,Aircraft,0.0
299,NATO**,Overall,Aircraft,3.9050000000000002
300,Namibia,Import,Aircraft,0.15550291892971493
301,Namibia,Export,Aircraft,0.0
302,Namibia,Overall,Aircraft,0.156
303,Nepal,Import,Aircraft,0.03300625681204244
304,Nepal,Export,Aircraft,0.0
305,Nepal,Overall,Aircraft,0.033
306,Netherlands,Import,Aircraft,4.0605445615785
307,Netherlands,Export,Aircraft,0.5717525794792335
308,Netherlands,Overall,Aircraft,4.632
309,New Zealand,Import,Aircraft,1.5691438741771258
310,New Zealand,Export,Aircraft,0.026155781018653942
311,New Zealand,Overall,Aircraft,1.595
312,Nicaragua,Import,Aircraft,0.008639051051650831
313,Nicaragua,Export,Aircraft,0.0
314,Nicaragua,Overall,Aircraft,0.009000000000000001
315,Niger,Import,Aircraft,0.07274589164963624
316,Niger,Export,Aircraft,0.0
317,Niger,Overall,Aircraft,0.073
318,Nigeria,Import,Aircraft,0.8280784522744133
319,Nigeria,Export,Aircraft,8.52905902782194e-05
320,Nigeria,Overall,Aircraft,0.828
321,North Macedonia,Import,Aircraft,0.023554118602589175
322,North Macedonia,Export,Aircraft,0.006538945254663486
323,North Macedonia,Overall,Aircraft,0.03
324,Norway,Import,Aircraft,4.68160340078431
325,Norway,Export,Aircraft,0.21493228750111287
326,Norway,Overall,Aircraft,4.897
327,Oman,Import,Aircraft,2.285537182635271
328,Oman,Export,Aircraft,0.0
329,Oman,Overall,Aircraft,2.286
330,Pakistan,Import,Aircraft,12.247836765662194
331,Pakistan,Export,Aircraft,0.03358316992204889
332,Pakistan,Overall,Aircraft,12.281
333,Panama,Import,Aircraft,0.0
334,Panama,Export,Aircraft,0.003980227546316905
335,Panama,Overall,Aircraft,0.004
336,Papua New Guinea,Import,Aircraft,0.003430211446979006
337,Papua New Guinea,Export,Aircraft,0.0
338,Papua New Guinea,Overall,Aircraft,0.003
339,Paraguay,Import,Aircraft,0.014330661156267846
340,Paraguay,Export,Aircraft,0.0
341,Paraguay,Overall,Aircraft,0.013999999999999999
342,Peru,Import,Aircraft,0.8011576446590486
343,Peru,Export,Aircraft,0.007036473697953101
344,Peru,Overall,Aircraft,0.808
345,Philippines,Import,Aircraft,0.7754818767540687
346,Philippines,Export,Aircraft,0.0014215098379703232
347,Philippines,Overall,Aircraft,0.777
348,Poland,Import,Aircraft,5.311923810896965
349,Poland,Export,Aircraft,0.16748228910966348
350,Poland,Overall,Aircraft,5.479
351,Portugal,Import,Aircraft,1.6007653419235361
352,Portugal,Export,Aircraft,0.13292538494860492
353,Portugal,Overall,Aircraft,1.7340000000000002
354,Qatar,Import,Aircraft,10.822342524192447
355,Qatar,Export,Aircraft,0.0
356,Qatar,Overall,Aircraft,10.822
357,Romania,Import,Aircraft,3.284363938048195
358,Romania,Export,Aircraft,0.001606306116906465
359,Romania,Overall,Aircraft,3.286
360,Russia,Import,Aircraft,0.744482928862851
361,Russia,Export,Aircraft,19.501274121712665
362,Russia,Overall,Aircraft,20.246
363,Rwanda,Import,Aircraft,0.002540897368132597
364,Rwanda,Export,Aircraft,0.0
365,Rwanda,Overall,Aircraft,0.003
366,Saudi Arabia,Import,Aircraft,21.670462452184598
367,Saudi Arabia,Export,Aircraft,0.028501272251304985
368,Saudi Arabia,Overall,Aircraft,21.698999999999998
369,Senegal,Import,Aircraft,0.06458961109793061
370,Senegal,Export,Aircraft,0.0
371,Senegal,Overall,Aircraft,0.065
372,Serbia,Import,Aircraft,0.22835044647407648
373,Serbia,Export,Aircraft,0.010622232264233242
374,Serbia,Overall,Aircraft,0.23900000000000002
375,Seychelles,Import,Aircraft,0.006352243420331492
376,Seychelles,Export,Aircraft,0.0
377,Seychelles,Overall,Aircraft,0.006
378,Singapore,Import,Aircraft,7.581275477297229
379,Singapore,Export,Aircraft,0.07180046191588102
380,Singapore,Overall,Aircraft,7.6530000000000005
381,Slovakia,Import,Aircraft,0.787983091805281
382,Slovakia,Export,Aircraft,0.09175846004098437
383,Slovakia,Overall,Aircraft,0.88
384,Slovenia,Import,Aircraft,0.06155323874301216
385,Slovenia,Export,Aircraft,0.0
386,Slovenia,Overall,Aircraft,0.062
387,Somalia,Import,Aircraft,0.0007368602367584532
388,Somalia,Export,Aircraft,0.0
389,Somalia,Overall,Aircraft,0.001
390,South Africa,Import,Aircraft,1.1876789522993794
391,South Africa,Export,Aircraft,0.1212867731502229
392,South Africa,Overall,Aircraft,1.309
393,South Korea,Import,Aircraft,15.027743644728186
394,South Korea,Export,Aircraft,0.7280973390083997
395,South Korea,Overall,Aircraft,15.756
396,South Sudan,Import,Aircraft,0.007648101078079116
397,South Sudan,Export,Aircraft,0.0
398,South Sudan,Overall,Aircraft,0.008
399,Spain,Import,Aircraft,0.46206218639491276
400,Spain,Export,Aircraft,2.0769182714141103
401,Spain,Overall,Aircraft,2.539
402,Sri Lanka,Import,Aircraft,0.34643865165803894
403,Sri Lanka,Export,Aircraft,0.0
404,Sri Lanka,Overall,Aircraft,0.346
405,Sudan,Import,Aircraft,1.0471419188679654
406,Sudan,Export,Aircraft,0.0
407,Sudan,Overall,Aircraft,1.047
408,Suriname,Import,Aircraft,0.004827704999451935
409,Suriname,Export,Aircraft,0.0
410,Suriname,Overall,Aircraft,0.005
411,Sweden,Import,Aircraft,0.09225998343689461
412,Sweden,Export,Aircraft,1.4384968805340685
413,Sweden,Overall,Aircraft,1.5310000000000001
414,Switzerland,Import,Aircraft,2.5174194764510522
415,Switzerland,Export,Aircraft,1.1550833565887355
416,Switzerland,Overall,Aircraft,3.673
417,Syria,Import,Aircraft,0.3049076841759117
418,Syria,Export,Aircraft,0.0
419,Syria,Overall,Aircraft,0.305
420,Taiwan,Import,Aircraft,4.854384421817326
421,Taiwan,Export,Aircraft,0.0
422,Taiwan,Overall,Aircraft,4.854
423,Tajikistan,Import,Aircraft,0.009147230525277349
424,Tajikistan,Export,Aircraft,0.0
425,Tajikistan,Overall,Aircraft,0.009000000000000001
426,Tanzania,Import,Aircraft,0.3547854995123545
427,Tanzania,Export,Aircraft,0.0
428,Tanzania,Overall,Aircraft,0.35500000000000004
429,Thailand,Import,Aircraft,1.4999806478165567
430,Thailand,Export,Aircraft,0.0051174354166931635
431,Thailand,Overall,Aircraft,1.505
432,Tonga,Import,Aircraft,0.0003303166578572377
433,Tonga,Export,Aircraft,0.0
434,Tonga,Overall,Aircraft,0.0
435,Trinidad and Tobago,Import,Aircraft,0.004103549249534146
436,Trinidad and Tobago,Export,Aircraft,0.0
437,Trinidad and Tobago,Overall,Aircraft,0.004
438,Tunisia,Import,Aircraft,0.17227284155939007
439,Tunisia,Export,Aircraft,0.0
440,Tunisia,Overall,Aircraft,0.172
441,Turkiye,Import,Aircraft,6.162400273471465
442,Turkiye,Export,Aircraft,0.024691625885544518
443,Turkiye,Overall,Aircraft,6.187
444,Turkmenistan,Import,Aircraft,0.24138524997259675
445,Turkmenistan,Export,Aircraft,0.0
446,Turkmenistan,Overall,Aircraft,0.241
447,UAE,Import,Aircraft,10.002039217864517
448,UAE,Export,Aircraft,0.08456562026085454
449,UAE,Overall,Aircraft,10.087
450,Uganda,Import,Aircraft,0.5187877201384731
451,Uganda,Export,Aircraft,0.0014215098379703232
452,Uganda,Overall,Aircraft,0.52
453,Ukraine,Import,Aircraft,1.1266338930299935
454,Ukraine,Export,Aircraft,0.9583215185914783
455,Ukraine,Overall,Aircraft,2.085
456,United Kingdom,Import,Aircraft,15.380750516082845
457,United Kingdom,Export,Aircraft,3.539918427780192
458,United Kingdom,Overall,Aircraft,18.921
459,United States,Import,Aircraft,5.668144917422313
460,United States,Export,Aircraft,56.99999999999999
461,United States,Overall,Aircraft,62.668
462,Uruguay,Import,Aircraft,0.06333186690070497
463,Uruguay,Export,Aircraft,0.0002985170659737679
464,Uruguay,Overall,Aircraft,0.064
465,Uzbekistan,Import,Aircraft,0.08616182975337637
466,Uzbekistan,Export,Aircraft,0.3934028476582869
467,Uzbekistan,Overall,Aircraft,0.48
468,Venezuela,Import,Aircraft,2.1311268495738527
469,Venezuela,Export,Aircraft,0.014005425678602608
470,Venezuela,Overall,Aircraft,2.145
471,Viet Nam,Import,Aircraft,3.3186660525179845
472,Viet Nam,Export,Aircraft,0.0036959255787228406
473,Viet Nam,Overall,Aircraft,3.322
474,Yemen,Import,Aircraft,1.1044010410588332
475,Yemen,Export,Aircraft,0.0
476,Yemen,Overall,Aircraft,1.1039999999999999
477,Zambia,Import,Aircraft,0.21564595963341351
478,Zambia,Export,Aircraft,0.0
479,Zambia,Overall,Aircraft,0.216
480,Zimbabwe,Import,Aircraft,0.0866954182006842
481,Zimbabwe,Export,Aircraft,0.0
482,Zimbabwe,Overall,Aircraft,0.087
483,unknown recipient(s),Import,Aircraft,0.007622692104397791
484,unknown recipient(s),Export,Aircraft,0.0
485,unknown recipient(s),Overall,Aircraft,0.008
486,unknown supplier(s),Import,Aircraft,0.0
487,unknown supplier(s),Export,Aircraft,0.107583418312189
488,unknown supplier(s),Overall,Aircraft,0.108
489,Afghanistan,Import,Specialized Equipment,0.1192663731234615
490,Afghanistan,Export,Specialized Equipment,0.0
491,Afghanistan,Overall,Specialized Equipment,0.11900000000000001
492,Algeria,Import,Specialized Equipment,2.020074194778629
493,Algeria,Export,Specialized Equipment,0.0
494,Algeria,Overall,Specialized Equipment,2.02
495,Angola,Import,Specialized Equipment,0.5102364525188088
496,Angola,Export,Specialized Equipment,0.0
497,Angola,Overall,Specialized Equipment,0.51
498,Argentina,Import,Specialized Equipment,0.3406545782338869
499,Argentina,Export,Specialized Equipment,0.0
500,Argentina,Overall,Specialized Equipment,0.34099999999999997
501,Australia,Import,Specialized Equipment,11.458516797836564
502,Australia,Export,Specialized Equipment,0.04846799677305179
503,Australia,Overall,Specialized Equipment,11.507000000000001
504,Austria,Import,Specialized Equipment,0.2707346669902576
505,Austria,Export,Specialized Equipment,0.0
506,Austria,Overall,Specialized Equipment,0.271
507,Azerbaijan,Import,Specialized Equipment,0.03130742294490864
508,Azerbaijan,Export,Specialized Equipment,0.0
509,Azerbaijan,Overall,Specialized Equipment,0.031
510,Bahrain,Import,Specialized Equipment,0.007454148320216344
511,Bahrain,Export,Specialized Equipment,0.0
512,Bahrain,Overall,Specialized Equipment,0.006999999999999999
513,Bangladesh,Import,Specialized Equipment,0.9996012897410115
514,Bangladesh,Export,Specialized Equipment,0.0
515,Bangladesh,Overall,Specialized Equipment,1.0
516,Belarus,Import,Specialized Equipment,0.08028117740873
517,Belarus,Export,Specialized Equipment,0.08154740457065963
518,Belarus,Overall,Specialized Equipment,0.16199999999999998
519,Belgium,Import,Specialized Equipment,0.9996012897410115
520,Belgium,Export,Specialized Equipment,0.0
521,Belgium,Overall,Specialized Equipment,1.0
522,Benin,Import,Specialized Equipment,0.0007454148320216343
523,Benin,Export,Specialized Equipment,0.0
524,Benin,Overall,Specialized Equipment,0.001
525,Bhutan,Import,Specialized Equipment,0.003354366744097354
526,Bhutan,Export,Specialized Equipment,0.0
527,Bhutan,Overall,Specialized Equipment,0.003
528,Bolivia,Import,Specialized Equipment,0.026834933952778833
529,Bolivia,Export,Specialized Equipment,0.0
530,Bolivia,Overall,Specialized Equipment,0.027
531,Botswana,Import,Specialized Equipment,0.044724889921298056
532,Botswana,Export,Specialized Equipment,0.0
533,Botswana,Overall,Specialized Equipment,0.045
534,Brazil,Import,Specialized Equipment,3.929677911451651
535,Brazil,Export,Specialized Equipment,0.14540399031915538
536,Brazil,Overall,Specialized Equipment,4.075
537,Brunei,Import,Specialized Equipment,0.059409562112124246
538,Brunei,Export,Specialized Equipment,0.0
539,Brunei,Overall,Specialized Equipment,0.059000000000000004
540,Bulgaria,Import,Specialized Equipment,0.09586034739798216
541,Bulgaria,Export,Specialized Equipment,0.0
542,Bulgaria,Overall,Specialized Equipment,0.096
543,Burkina Faso,Import,Specialized Equipment,0.038910654231529306
544,Burkina Faso,Export,Specialized Equipment,0.0
545,Burkina Faso,Overall,Specialized Equipment,0.039
546,Cambodia,Import,Specialized Equipment,0.022362444960649028
547,Cambodia,Export,Specialized Equipment,0.0
548,Cambodia,Overall,Specialized Equipment,0.022000000000000002
549,Cameroon,Import,Specialized Equipment,0.037270741601081715
550,Cameroon,Export,Specialized Equipment,0.0
551,Cameroon,Overall,Specialized Equipment,0.037
552,Canada,Import,Specialized Equipment,2.4198401691918314
553,Canada,Export,Specialized Equipment,8.680921147033406
554,Canada,Overall,Specialized Equipment,11.100999999999999
555,Chad,Import,Specialized Equipment,0.07349790243733315
556,Chad,Export,Specialized Equipment,0.0
557,Chad,Overall,Specialized Equipment,0.073
558,Chile,Import,Specialized Equipment,0.9202891516139098
559,Chile,Export,Specialized Equipment,0.0
560,Chile,Overall,Specialized Equipment,0.9199999999999999
561,China,Import,Specialized Equipment,43.0
562,China,Export,Specialized Equipment,0.9902617590694144
563,China,Overall,Specialized Equipment,43.99
564,Colombia,Import,Specialized Equipment,1.6697292237284607
565,Colombia,Export,Specialized Equipment,0.0
566,Colombia,Overall,Specialized Equipment,1.67
567,Congo,Import,Specialized Equipment,0.009392226883472592
568,Congo,Export,Specialized Equipment,0.0
569,Congo,Overall,Specialized Equipment,0.009000000000000001
570,Costa Rica,Import,Specialized Equipment,0.05590611240162258
571,Costa Rica,Export,Specialized Equipment,0.0
572,Costa Rica,Overall,Specialized Equipment,0.055999999999999994
573,Cote d'Ivoire,Import,Specialized Equipment,0.029220261415248062
574,Cote d'Ivoire,Export,Specialized Equipment,0.0
575,Cote d'Ivoire,Overall,Specialized Equipment,0.029
576,Croatia,Import,Specialized Equipment,0.11948999757306798
577,Croatia,Export,Specialized Equipment,0.0
578,Croatia,Overall,Specialized Equipment,0.11900000000000001
